score_rand_1,key_resp_0.keys,key_resp_0.rt,key_resp_before.keys,key_resp_before.rt,time_instructions,training_resp.keys,training_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,participant,group,sitzung,geschlecht*,date,expName,psychopyVersion,OS,frameRate,training_resp_2.keys,training_resp_2.corr,training_resp_2.rt,repeat_training_loop.thisRepN,repeat_training_loop.thisTrialN,repeat_training_loop.thisN,repeat_training_loop.thisIndex,repeat_training_loop.ran,key_resp_break_1.keys,key_resp_break_1.rt,time_trial,key_resp_cue1.keys,key_resp_cue1.rt,key_pause.keys,key_resp_cue2.keys,resp1.keys,resp1.corr,resp1.rt,resp2.keys,resp2.corr,resp2.rt,resp3.keys,resp3.corr,resp3.rt,resp_total_value,resp_total_time,on_time,too_early,resp_total_corr,did_get_here,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,trials_loop.ran,cue1,color1expl,cue2,color2expl,conditions,trial_type,congruent,corrAns1,corrAns2,corrAns3,corrAnsR,numbers_seq,numbers_pr,file_number,Jitter_Fix,Jitter_ICI,img_fix_1,img_fix_2,key_resp_cue2.rt,filler_press,key_pause.rt,bonus
117,3,2.667,4,0.679,3.447,4,1.967,0,0,0,0,1,same/Slide_A_1.jpg,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.544,4,0.374,0,1,1,1,1,same/Slide_A_2.jpg,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6.011,4,0.411,0,2,2,2,1,same/Slide_A_3.jpg,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6.511,4,0.36,0,3,3,3,1,same/Slide_A_4.jpg,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6.96,4,0.394,0,4,4,4,1,same/Slide_A_5.jpg,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7.461,4,0.402,0,5,5,5,1,same/Slide_A_6.jpg,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,4,1,1.334,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,4,1.327,11.714,1,0.41,,,3,1,1.1,3,1,0.232,1,1,0.273,0,0,0,1,0,0,0,0,0,0,1,cues/lightblue.png,lightblue,cues/lightblue.png,lightblue,spec,experimental,1,3,3,1,1,3 - 3 - 1,4,1,2.5,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,20.228,,,,,1,0,0.749,1,0,0.161,3,0,0.332,0,1.242,1,0,0,1,0,1,1,1,1,cues/grey.png,grey,cues/purple.png,purple,rule,experimental,1,2,2,4,1,2 - 2 - 4,23,1,3.5,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,31.244,,,,4,,0,,,0,,,0,,3,0,0,1,0,0,0,2,2,2,1,cues/white.png,white,cues/purple.png,purple,subrule,experimental,1,2,2,4,1,2 - 2 - 4,29,1,5,3.5,cues/fix_1.png,cues/fix_2.png,0.344,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,43.264,,,,4,,0,,,0,,,0,,3,0,0,1,0,0,0,3,3,3,1,cues/black.png,black,cues/yellow.png,yellow,general,experimental,1,1,3,1,1,1 - 3 - 1,16,1,2.5,2.5,cues/fix_1.png,cues/fix_2.png,0.297,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,51.78,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,4,4,4,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,32,1,3,5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,63.297,,,,,3,0,1.079,3,0,0.219,3,0,0.225,0,1.523,1,0,0,1,0,5,5,5,1,cues/black.png,black,cues/blue.png,blue,general,experimental,1,4,4,2,1,4 - 4 - 2,13,1,3,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,75.793,,,,,2,0,0.463,2,0,0.287,2,1,0.263,0,1.013,1,0,0,1,0,6,6,6,1,cues/grey.png,grey,cues/blue.png,blue,rule,experimental,1,4,4,2,1,4 - 4 - 2,21,1,5,5.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,89.81,,,,,2,0,1.431,2,0,0.211,2,0,0.179,0,1.821,1,0,0,1,0,7,7,7,1,cues/grey.png,grey,cues/orange.png,orange,fill_rule,filler,0,0,0,0,4,0 - 0 - 0,1,1,5.5,3.5,cues/fix_1.png,cues/fix_2.png,,1,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,102.327,,,,,4,1,0.968,,0,,,0,,2,2.5,0,0,0,1,0,8,8,8,1,cues/black.png,black,cues/red.png,red,general,experimental,1,4,2,4,1,4 - 2 - 4,15,1,5,2,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,112.845,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,9,9,9,1,cues/black.png,black,cues/green.png,green,general,experimental,1,2,4,2,1,2 - 4 - 2,14,1,2,2,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,120.361,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,10,10,10,1,cues/grey.png,grey,cues/pink.png,pink,rule,experimental,1,1,1,3,1,1 - 1 - 3,18,1,4,3,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,130.878,,,3,,,0,,,0,,,0,,3,0,0,1,0,0,0,11,11,11,1,cues/white.png,white,cues/purple.png,purple,subrule,experimental,1,2,2,4,1,2 - 2 - 4,33,1,6,3.5,cues/fix_1.png,cues/fix_2.png,,,0.225,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,143.895,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,12,12,12,1,cues/white.png,white,cues/purple.png,purple,subrule,experimental,1,2,2,4,1,2 - 2 - 4,31,1,2,3.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,152.912,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,13,13,13,1,cues/black.png,black,cues/orange.png,orange,general,experimental,1,3,1,3,1,3 - 1 - 3,17,1,3,3,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,162.428,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,14,14,14,1,cues/grey.png,grey,cues/blue.png,blue,rule,experimental,1,4,4,2,1,4 - 4 - 2,25,1,3,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,172.945,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,15,15,15,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,30,1,3.5,5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,184.961,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,16,16,16,1,cues/yellow.png,yellow,cues/yellow.png,yellow,spec,experimental,1,1,3,1,1,1 - 3 - 1,8,1,4,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,196.461,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,17,17,17,1,cues/white.png,white,cues/orange.png,orange,fill_sub_rule,filler,0,0,0,0,4,0 - 0 - 0,1,1,3,3,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,205.977,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,18,18,18,1,cues/grey.png,grey,cues/lightblue.png,lightblue,rule,experimental,1,3,3,1,1,3 - 3 - 1,20,1,5,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,216.995,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,19,19,19,1,cues/grey.png,grey,cues/green.png,green,fill_rule,filler,0,0,0,0,4,0 - 0 - 0,1,1,2,4,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,226.511,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,20,20,20,1,cues/white.png,white,cues/purple.png,purple,subrule,experimental,1,2,2,4,1,2 - 2 - 4,27,1,4,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,240.027,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,21,21,21,1,cues/white.png,white,cues/orange.png,orange,fill_sub_rule,filler,0,0,0,0,4,0 - 0 - 0,1,1,2.5,3.5,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,249.544,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,22,22,22,1,cues/black.png,black,cues/lightblue.png,lightblue,general,experimental,1,3,3,1,1,3 - 3 - 1,12,1,6,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,263.56,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,23,23,23,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,26,1,6,3.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,276.577,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,24,24,24,1,cues/lightblue.png,lightblue,cues/blue.png,blue,fill_spec,filler,0,0,0,0,4,0 - 0 - 0,1,1,5,3,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,288.093,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,25,25,25,1,cues/orange.png,orange,cues/orange.png,orange,spec,experimental,1,3,1,3,1,3 - 1 - 3,9,1,2,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,299.61,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,26,26,26,1,cues/grey.png,grey,cues/purple.png,purple,rule,experimental,1,2,2,4,1,2 - 2 - 4,19,1,2.5,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,308.127,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,27,27,27,1,cues/black.png,black,cues/pink.png,pink,general,experimental,1,1,1,3,1,1 - 1 - 3,10,1,4,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,320.143,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,28,28,28,1,cues/red.png,red,cues/red.png,red,spec,experimental,1,4,2,4,1,4 - 2 - 4,7,1,5.5,2,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,331.159,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,29,29,29,1,cues/black.png,black,cues/purple.png,purple,general,experimental,1,2,2,4,1,2 - 2 - 4,11,1,3.5,2,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,340.176,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,30,30,30,1,cues/orange.png,orange,cues/purple.png,purple,fill_spec,filler,0,0,0,0,4,0 - 0 - 0,1,1,6,5,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,354.692,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,31,31,31,1,cues/pink.png,pink,cues/pink.png,pink,spec,experimental,1,1,1,3,1,1 - 1 - 3,2,1,5.5,5.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,369.209,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,32,32,32,1,cues/grey.png,grey,cues/lightblue.png,lightblue,rule,experimental,1,3,3,1,1,3 - 3 - 1,24,1,2.5,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,379.225,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,33,33,33,1,cues/purple.png,purple,cues/purple.png,purple,spec,experimental,1,2,2,4,1,2 - 2 - 4,3,1,2,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,389.242,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,34,34,34,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,28,1,2.5,5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,400.258,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,35,35,35,1,cues/grey.png,grey,cues/pink.png,pink,rule,experimental,1,1,1,3,1,1 - 1 - 3,22,1,2.5,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,410.275,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,36,36,36,1,cues/blue.png,blue,cues/blue.png,blue,spec,experimental,1,4,4,2,1,4 - 4 - 2,5,1,4,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,423.791,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,37,37,37,1,cues/green.png,green,cues/green.png,green,spec,experimental,1,2,4,2,1,2 - 4 - 2,6,1,4.5,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,437.809,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,38,38,38,1,cues/grey.png,grey,cues/orange.png,orange,fill_rule,filler,0,0,0,0,4,0 - 0 - 0,1,2,5.5,3.5,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,450.325,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,39,39,39,1,cues/yellow.png,yellow,cues/yellow.png,yellow,spec,experimental,1,1,3,1,1,1 - 3 - 1,8,2,5,3.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,462.34,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,40,40,40,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,32,2,5,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,473.359,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,41,41,41,1,cues/black.png,black,cues/purple.png,purple,general,experimental,1,2,2,4,1,2 - 2 - 4,11,2,2,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,484.875,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,42,42,42,1,cues/grey.png,grey,cues/purple.png,purple,rule,experimental,1,2,2,4,1,2 - 2 - 4,23,2,2,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,496.389,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,43,43,43,1,cues/lightblue.png,lightblue,cues/lightblue.png,lightblue,spec,experimental,1,3,3,1,1,3 - 3 - 1,4,2,6,5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,510.89,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,44,44,44,1,cues/grey.png,grey,cues/pink.png,pink,rule,experimental,1,1,1,3,1,1 - 1 - 3,22,2,3.5,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,521.908,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,45,45,45,1,cues/pink.png,pink,cues/green.png,green,fill_spec,filler,0,0,0,0,4,0 - 0 - 0,1,2,6,2,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,533.424,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,46,46,46,1,cues/black.png,black,cues/lightblue.png,lightblue,general,experimental,1,3,3,1,1,3 - 3 - 1,12,2,6,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,547.439,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,47,47,47,1,cues/black.png,black,cues/red.png,red,general,experimental,1,4,2,4,1,4 - 2 - 4,15,2,4.5,3,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,558.458,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,48,48,48,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,30,2,2,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,569.974,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,49,49,49,1,cues/grey.png,grey,cues/purple.png,purple,rule,experimental,1,2,2,4,1,2 - 2 - 4,19,2,4,5.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,582.992,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,50,50,50,1,cues/grey.png,grey,cues/pink.png,pink,rule,experimental,1,1,1,3,1,1 - 1 - 3,18,2,2.5,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,594.99,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,51,51,51,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,26,2,4.5,5.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,608.507,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,52,52,52,1,cues/black.png,black,cues/blue.png,blue,general,experimental,1,4,4,2,1,4 - 4 - 2,13,2,5.5,2,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,619.522,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,53,53,53,1,cues/grey.png,grey,cues/blue.png,blue,rule,experimental,1,4,4,2,1,4 - 4 - 2,21,2,3,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,630.54,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,54,54,54,1,cues/black.png,black,cues/yellow.png,yellow,general,experimental,1,1,3,1,1,1 - 3 - 1,16,2,5,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,645.056,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,55,55,55,1,cues/grey.png,grey,cues/red.png,red,fill_rule,filler,0,0,0,0,4,0 - 0 - 0,1,2,2.5,2.5,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,653.556,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,56,56,56,1,cues/grey.png,grey,cues/blue.png,blue,rule,experimental,1,4,4,2,1,4 - 4 - 2,25,2,4.5,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,666.073,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,57,57,57,1,cues/white.png,white,cues/purple.png,purple,subrule,experimental,1,2,2,4,1,2 - 2 - 4,29,2,5.5,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,679.59,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,58,58,58,1,cues/black.png,black,cues/pink.png,pink,general,experimental,1,1,1,3,1,1 - 1 - 3,10,2,5,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,692.606,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,59,59,59,1,cues/purple.png,purple,cues/pink.png,pink,fill_spec,filler,0,0,0,0,4,0 - 0 - 0,1,2,4.5,4.5,cues/fix_1.png,cues/fix_2.png,,0,,
